risk_source,risk_threshold,eta_null,kappa,lambda_penalty,beta_base,beta_collapse,null_key_scale,null_value_scale,benign_collapse,benign_complex_collapse,direct_jailbreak_collapse,obfuscated_jailbreak_collapse,long_context_jailbreak_collapse,jailbreak_collapse,score,mean_m_null_benign_complex,mean_m_null_jailbreak
probe_all,0.34,12.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7419941091164115e-194,7.657201865526366e-242
probe_all,0.34,12.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.730178494113832e-194,2.253776373684442e-152
probe_all,0.34,12.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7738281521489946e-194,1.1122717389139202e-241
probe_all,0.34,12.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.787953099888015e-194,3.1982899107248406e-152
probe_all,0.34,12.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.821980368826692e-194,1.9472517904229873e-241
probe_all,0.34,20.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.452597484704679e-222,2.9897356359604285e-143
probe_all,0.34,20.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08692104191023e-251,8.564692807340212e-227
probe_all,0.34,20.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.502467485316914e-222,3.770922719145894e-143
probe_all,0.34,20.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.157687528742283e-251,1.2410985742183505e-226
probe_all,0.34,20.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.577996095245918e-222,5.341581981759272e-143
probe_all,0.34,20.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.265000060503884e-251,2.1649506737902065e-226
probe_all,0.34,20.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43910617050329e-196,8.687532108947015e-144
probe_all,0.34,20.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2646456164590585e-198,6.089216519923037e-228
probe_all,0.34,20.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48277001681888e-196,1.097066693236523e-143
probe_all,0.34,20.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.300731838205203e-198,8.845032431530216e-228
probe_all,0.34,20.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.548821575106171e-196,1.556818347608057e-143
probe_all,0.34,20.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3553254833412756e-198,1.5484830245614697e-227
probe_all,0.34,20.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.704574975121242e-194,8.658889500704562e-144
probe_all,0.34,20.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.752488976030505e-194,6.046346966217067e-228
probe_all,0.34,20.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.742855132960269e-194,1.093453204329371e-143
probe_all,0.34,20.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.784393473398811e-194,8.782817760712256e-228
probe_all,0.34,20.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.800757551125053e-194,1.551698026516728e-143
probe_all,0.34,20.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.832652259400303e-194,1.5376060553518448e-227
probe_all,0.34,32.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6088538916171115e-221,2.116806165676779e-130
probe_all,0.34,32.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.929919312576873e-250,2.924932430001168e-206
probe_all,0.34,32.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6290168640449715e-221,2.6699057823600572e-130
probe_all,0.34,32.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.964308987193854e-250,4.238481811569853e-206
probe_all,0.34,32.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.659553885517144e-221,3.781971067091923e-130
probe_all,0.34,32.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0164585740224913e-250,7.393533635782995e-206
probe_all,0.34,32.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.032802319407587e-196,9.27366993853926e-131
probe_all,0.34,32.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.755528017264109e-198,4.2643993690801866e-207
probe_all,0.34,32.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.080492043961164e-196,1.171084525047462e-130
probe_all,0.34,32.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.794978965234435e-198,6.194352031513568e-207
probe_all,0.34,32.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.152633664245558e-196,1.661855096352551e-130
probe_all,0.34,32.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8546629928094154e-198,1.0844334425235335e-206
probe_all,0.34,32.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.723515436624411e-194,9.253291999140494e-131
probe_all,0.34,32.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.768274843060578e-194,4.242555365030057e-207
probe_all,0.34,32.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.761922693127063e-194,1.1685149448126184e-130
probe_all,0.34,32.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8002853144049755e-194,6.16266165653143e-207
probe_all,0.34,32.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.820017360237119e-194,1.6582166723205113e-130
probe_all,0.34,32.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.848704396786469e-194,1.0788958781035787e-206
probe_all,0.42,4.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.254598028242057e-210,1.0652361793252047e-159
probe_all,0.42,4.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1749794691370125e-226,8.681058298552298e-253
probe_all,0.42,4.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.307360092235543e-210,1.342144706647961e-159
probe_all,0.42,4.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.223382049559893e-226,1.2552907828298178e-252
probe_all,0.42,4.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.387223560694782e-210,1.8981454789151153e-159
probe_all,0.42,4.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2966982305031794e-226,2.182739163232762e-252
probe_all,0.42,4.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1809530203032912e-194,3.75350030215065e-161
probe_all,0.42,4.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.936750252180695e-195,1.0100044015625061e-255
probe_all,0.42,4.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1956202135012683e-194,4.739893252067412e-161
probe_all,0.42,4.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.983522102862487e-195,1.467074863058553e-255
probe_all,0.42,4.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2178061581460542e-194,6.7261526541489035e-161
probe_all,0.42,4.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.054271851594242e-195,2.5683002272023216e-255
probe_all,0.42,4.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.698455465178641e-194,3.678749781251569e-161
probe_all,0.42,4.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58838013810913e-194,9.697975371981722e-256
probe_all,0.42,4.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.743388012640068e-194,4.6455618021002745e-161
probe_all,0.42,4.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.632575978045535e-194,1.408710852558038e-255
probe_all,0.42,4.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.811352595524313e-194,6.592425510109685e-161
probe_all,0.42,4.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.699426244502302e-194,2.4662269292663763e-255
probe_all,0.42,8.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.247481980893347e-210,1.813654432577196e-155
probe_all,0.42,8.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.020678086818363e-226,4.917471729327845e-246
probe_all,0.42,8.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.314738117505612e-210,2.2851145535763528e-155
probe_all,0.42,8.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.083548177007912e-226,7.110719366647805e-246
probe_all,0.42,8.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.416540585765513e-210,3.231752758990531e-155
probe_all,0.42,8.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.178778531835832e-226,1.23643428699054e-245
probe_all,0.42,8.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.196156018982703e-194,8.254810227656018e-157
probe_all,0.42,8.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.985230735111489e-195,8.950662197491753e-249
probe_all,0.42,8.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2109254543274587e-194,1.0424115131346918e-156
probe_all,0.42,8.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.032329471125197e-195,1.300122207126433e-248
probe_all,0.42,8.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.233266052870791e-194,1.47923562682094e-156
probe_all,0.42,8.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.103573685112447e-195,2.2760284727340013e-248
probe_all,0.42,8.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.699126834118812e-194,8.102959057179515e-157
probe_all,0.42,8.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58904049930001e-194,8.617678655688654e-249
probe_all,0.42,8.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.744063885053751e-194,1.0232497266288365e-156
probe_all,0.42,8.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.633240769038111e-194,1.2517888508151234e-248
probe_all,0.42,8.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.812035279853103e-194,1.4520735894614406e-156
probe_all,0.42,8.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.700097735976733e-194,2.1915039328544367e-248
probe_all,0.42,12.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1787823757297044e-209,3.087899627001777e-151
probe_all,0.42,12.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0418055200654171e-225,2.7855507217102752e-239
probe_all,0.42,12.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.187355557992942e-209,3.890600243850154e-151
probe_all,0.42,12.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.049971713284682e-225,4.027937638261202e-239
probe_all,0.42,12.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2003323829966025e-209,5.502331623818898e-151
probe_all,0.42,12.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.062341179838958e-225,7.003904872361311e-239
probe_all,0.42,12.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2114649948045354e-194,1.815422576510012e-152
probe_all,0.42,12.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.034050044890954e-195,7.932079667144879e-242
probe_all,0.42,12.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22633738500616e-194,2.2925026048673205e-152
probe_all,0.42,12.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.081477950816275e-195,1.1521687106950619e-241
probe_all,0.42,12.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24883371551024e-194,3.2531792722644e-152
probe_all,0.42,12.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.153220085843578e-195,2.0170171515885566e-241
probe_all,0.42,12.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.699798270348943e-194,1.7847896537283212e-152
probe_all,0.42,12.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.589700926679682e-194,7.657720561681304e-242
probe_all,0.42,12.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.744739825208768e-194,2.2538501211471944e-152
probe_all,0.42,12.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.633905626663479e-194,1.1123470257785285e-241
probe_all,0.42,12.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.812718032605972e-194,3.1983944391606335e-152
probe_all,0.42,12.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.700769294755553e-194,1.947383442587161e-241
probe_all,0.42,20.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9153754404054816e-209,8.951183119294657e-143
probe_all,0.42,20.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7576718223331342e-225,8.938187668333731e-226
probe_all,0.42,20.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9293058003185748e-209,1.1278046385364305e-142
probe_all,0.42,20.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7714493340095255e-225,1.2924719785758822e-225
probe_all,0.42,20.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.950391534562832e-209,1.5950122703862272e-142
probe_all,0.42,20.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7923183564911665e-225,2.247390997852152e-225
probe_all,0.42,20.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.242403838009057e-194,8.780495180495584e-144
probe_all,0.42,20.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.132714633696568e-195,6.22946669822403e-228
probe_all,0.42,20.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2574842959619713e-194,1.1087946318265955e-143
probe_all,0.42,20.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.180807797162876e-195,9.048568490480226e-228
probe_all,0.42,20.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2802953546863843e-194,1.5734366913249724e-143
probe_all,0.42,20.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.253556238401727e-195,1.5840664369033376e-227
probe_all,0.42,20.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.70114134470454e-194,8.65912143383645e-144
probe_all,0.42,20.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.591021980032304e-194,6.046693454205011e-228
probe_all,0.42,20.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.746091908768434e-194,1.0934824645532885e-143
probe_all,0.42,20.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63523554183969e-194,8.783320604875529e-228
probe_all,0.42,20.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.814083743409835e-194,1.5517394884122798e-143
probe_all,0.42,20.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.702112614253732e-194,1.537693967842263e-227
probe_all,0.42,32.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.967202191135369e-209,4.4178029615757725e-130
probe_all,0.42,32.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.851806794366728e-225,1.6246397171513325e-205
probe_all,0.42,32.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.996055309539575e-209,5.566212427790733e-130
probe_all,0.42,32.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.881999184328437e-225,2.3492472832481847e-205
probe_all,0.42,32.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.039728925338787e-209,7.872087787672054e-130
probe_all,0.42,32.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9277320916693967e-225,4.084945193100463e-205
probe_all,0.42,32.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2896255681539716e-194,9.339656938012752e-131
probe_all,0.42,32.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28331245953283e-195,4.33557366908056e-207
probe_all,0.42,32.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.305023598394198e-194,1.179405177395253e-130
probe_all,0.42,32.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.332421046470785e-195,6.297607353994276e-207
probe_all,0.42,32.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3283150244998763e-194,1.6736366923018668e-130
probe_all,0.42,32.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.406705474728068e-195,1.1024758725928076e-206
probe_all,0.42,32.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.703156461078604e-194,9.253457098427578e-131
probe_all,0.42,32.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.593004056642468e-194,4.2427320848164124e-207
probe_all,0.42,32.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74812054233502e-194,1.168535763234317e-130
probe_all,0.42,32.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.637230914516377e-194,6.1629180350823574e-207
probe_all,0.42,32.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.816132822964983e-194,1.6582461504523802e-130
probe_all,0.42,32.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.70412809845203e-194,1.0789406778106251e-206
probe_latent,0.1,4.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.752262977146114e-161
probe_latent,0.1,4.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6264567337844869e-255
probe_latent,0.1,4.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.005898835767047e-161
probe_latent,0.1,4.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3653558725228956e-255
probe_latent,0.1,4.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.532854369242383e-161
probe_latent,0.1,4.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1483697034013123e-255
probe_latent,0.1,4.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6788113431334765e-161
probe_latent,0.1,4.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69830310941536e-256
probe_latent,0.1,4.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.650078634752846e-161
probe_latent,0.1,4.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.410912868774728e-255
probe_latent,0.1,4.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.608295688450184e-161
probe_latent,0.1,4.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4757503922418434e-255
probe_latent,0.1,4.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.678593184685638e-161
probe_latent,0.1,4.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69714172291413e-256
probe_latent,0.1,4.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6498030654283e-161
probe_latent,0.1,4.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4107440230339405e-255
probe_latent,0.1,4.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.607904470518427e-161
probe_latent,0.1,4.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.475454414026049e-255
probe_latent,0.1,8.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0263240178151168e-156
probe_latent,0.1,8.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3962842169197704e-248
probe_latent,0.1,8.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2970658933140303e-156
probe_latent,0.1,8.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0306160032412126e-248
probe_latent,0.1,8.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8428006660799863e-156
probe_latent,0.1,8.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5613017072576546e-248
probe_latent,0.1,8.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10308421315146e-157
probe_latent,0.1,8.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.617950449309883e-249
probe_latent,0.1,8.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.024243301997766e-156
probe_latent,0.1,8.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2537427480060739e-248
probe_latent,0.1,8.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4555673415779915e-156
